id,ime_barke,tip_barke,cena,dolzina,sirina,letnik,st_kabin,st_ur,drzava
2248,"C&L Marine Corp., Taiwan Sea Ranger 55",Flybridge,228000,17.5,5.65,1981,4,1000,Italy
2249,Van der Beldt Navetta 27 Round Stern,Flybridge,990000,27.0,6.0,1973,3,,Italy
225,Chris Craft ROAMER 40,Motor Yacht,165000,13.26,4.27,2004,2,400,Italy
2250,Regal 3760,Motor Yacht,150000,11.58,3.7,2008,2,350,Italy
2251,Innovazioni e Progetti MIRA 34,Motor Yacht,95000,9.96,3.54,1999,2,900,Italy
2252,Raffaelli 52 Maestrale  EZ 2007,Flybridge,279000,16.15,4.3,2005,3,990,Italy
2253,Dominator 62 S,Flybridge,,19.76,5.12,2008,,1600,
2254,Mangusta 130,Superyacht,6700000,39.65,7.76,2007,,,Italy
2255,Abacus 70 Fly,Flybridge,960000,21.47,5.43,2011,4,680,Italy
2256,Sessa C3X HARD TOP EFB,Hardtop,,11.19,3.45,2023,2,,Italy
2257,Sessa C3X open EFB,Motor Yacht,,11.19,3.45,2023,2,,Italy
2258,Sessa C3X Hard Top FB,Hardtop,,11.19,3.45,2023,2,,Italy
2259,Sessa C3X open FB,Motor Yacht,,11.19,3.45,2023,2,,Italy
226,Absolute 48 Navetta,Flybridge,980000,14.93,4.65,2023,3,,Italy
2260,Sessa KEY LARGO 34  IB,Deck Boat,,11.2,3.3,2023,1,,Italy
2262,Innovazioni e Progetti ALENA 48,Motor Yacht,288000,14.7,4.64,2007,3,700,Italy
2263,Azimut 42 Evolution,Flybridge,270000,12.99,4.16,2008,2,780,Italy
2264,Raffaelli MAESTRALE 52,Flybridge,285000,15.83,4.3,2006,3,430,Italy
2265,Tecnomar NADARA 80,Motor Yacht,750000,24.0,6.32,2008,4,1800,Italy
2266,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
2267,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
2268,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
2269,Marine Projects V 85,Hardtop,,25.98,6.27,2008,4,950,Italy
227,Rio 36 AIR,Motor Yacht,145000,9.98,3.65,2011,2,300,Italy
2271,Wellcraft SCARAB 35 TOURNEMENT,Motor Yacht,105000,10.62,3.02,2007,,950,Italy
2272,Conam 48 Fly,Flybridge,129000,13.47,4.05,1993,3,1435,Italy
2274,Calafuria 30' Fly,Flybridge,115000,8.94,3.5,2006,2,1050,Italy
2275,Riva DIABLE 50,Motor Yacht,45000,14.39,4.15,1985,2,,Italy
2276,Princess F 49,Flybridge,850000,15.55,4.34,2017,3,,Italy
2277,Azimut 50 FLY,Flybridge,365000,16.2,4.53,2005,3,1150,Italy
2278,Tecnomar VELVET 90HT,Superyacht,1100000,27.5,6.3,2007,6,,Italy
2279,Cranchi E26 Classic,Sport Boat,125500,7.85,2.49,,1,,Italy
228,Raffaelli COMPASS ROSE 15 M,Flybridge,320000,14.99,4.32,2008,3,934,Italy
2280,Gianetti 60,Flybridge,250000,18.38,4.83,2002,4,800,Italy
2281,Cantieri Estensi Goldstar 440,Hardtop,235000,13.4,4.3,2006,2,780,Italy
2282,Crownline 315 SCR,Cabin Cruiser,75000,9.2,2.95,2006,2,500,Italy
2283,Larson Boats LARSON 310 CABRIO,Motor Yacht,73000,9.12,3.2,2006,1,380,Italy
2285,Sessa NEW KEY LARGO 34 FB,Deck Boat,,11.2,3.3,2023,1,,Italy
2286,Sessa C54,Hardtop,,16.3,4.73,2023,3,,Italy
2287,Mako Marine MAKO 215 WA,Deck Boat,33000,6.5,2.6,2008,1,500,Italy
2288,Pershing 80',Hardtop,2300000,23.98,5.5,2008,4,1500,
2289,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
229,Fiart Mare 4TFOUR Génius,Offshore Boat,400000,13.44,4.3,2013,3,645,Italy
2290,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
2291,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
2292,Princess V78,Hardtop,1450000,23.27,5.71,2010,3,1000,
2294,Fountaine Pajot Mariland 37,Power Catamaran,165000,11.15,5.1,2005,3,2140,Italy
2295,Cranchi E30 Endurance,Sport Boat,157450,9.85,2.98,,1,,Italy
2297,Sessa C38,Hardtop,,11.7,3.75,2023,2,,Italy
2298,"Blu Martin 13,50 ST",Motor Yacht,145000,13.5,4.05,2004,3,950,Italy
2299,"Bimax Estasi 10,30",Fishing Boat,44000,9.3,3.15,2009,,1500,Italy
23,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
230,Apreamare Gozzo,Deck Boat,230000,9.99,3.36,2018,1,380,Italy
2301,Sessa KEY LARGO 27 FB,Center Console,,7.8,2.64,2024,1,,Italy
2302,Sessa KEY LARGO 27 IB,Center Console,,8.58,2.64,2023,1,,Italy
2303,Sessa C42,Hardtop,,13.2,3.9,2023,2,,Italy
2304,Sessa FLY 54,Flybridge,,16.5,4.7,2023,3,,Italy
2307,Cayman Yachts F760,Hardtop,,23.3,5.8,2023,4,,Italy
2308,Cayman Yachts S600,Flybridge,,18.56,4.83,2023,6,,Italy
2309,Sea Ray 335 DA,Motor Yacht,79000,9.29,3.17,2007,1,300,Italy
231,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
2310,AICON Yachts Aicon 56 Fly,Flybridge,379000,17.4,4.8,2007,3,450,Italy
2311,Ferretti 620 Fly,Flybridge,495000,18.75,5.1,2004,3,250,Italy
2313,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
2314,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
2315,Bavaria 37 Sport,Motor Yacht,143000,11.95,3.99,2008,2,650,Italy
2316,Bellingardo WA 20,Center Console,17000,5.95,2.22,2008,1,490,Italy
2317,Cranchi 34 ZAFFIRO,Cabin Cruiser,99000,11.21,3.5,2006,2,900,Italy
2318,San Lorenzo SI 72,Motor Yacht,595000,19.96,5.68,1998,4,700,Italy
2319,Pershing 62,Hardtop,925000,19.42,5.0,2007,4,400,Italy
232,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
2320,Fipa MAIORA 30 CONVERTIBLE,Superyacht,,30.6,7.5,2021,5,,Italy
2321,Cantieri Navali  Super Convert,Motor Yacht,40000,11.2,3.77,1988,1,,Italy
2322,San Lorenzo San Lorenzo 62,Flybridge,375000,18.9,5.2,1995,3,1450,Italy
2323,CVL IMPETUS 33,Sport Boat,,9.65,3.15,2020,1,,Italy
2324,CVL IMPETUS 33,Sport Boat,,9.65,3.15,2021,1,,Italy
2325,Cranchi ENDURANCE 41,Motor Yacht,115000,11.93,3.45,2004,1,1500,Italy
2326,Carver Boat 27 Santego,Sport Boat,21000,8.22,3.0,1989,1,10,Italy
2327,Cranchi E26 Rider,Sport Boat,133000,8.1,2.49,2024,,,Italy
2328,Carnevali 42,Flybridge,118000,11.99,4.33,1996,3,,Italy
2329,Sessa C 52   EW 2008,Hardtop,385000,15.9,4.5,2007,3,1250,Italy
233,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
2330,CN Santamargherita SANTA 24 FLY,Flybridge,,25.0,5.6,2002,,1950,
2331,Amalfi Diamante 27,Fishing Boat,15000,7.3,2.85,1982,1,329,Italy
2332,Azimut 37,Flybridge,85000,11.44,3.96,1991,2,,Italy
2333,Vizianello VZ 16,Flybridge,425000,17.0,4.7,2003,3,1200,Italy
2334,Sealine 34 Sportbridge,Sport Boat,92000,10.46,3.35,2000,2,850,Italy
2335,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
2336,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
2337,Cranchi 48,Motor Yacht,225000,15.3,4.33,2000,3,,Italy
2338,Catarsi CALAFURIA 35,Flybridge,54000,10.5,3.4,1984,2,650,Italy
234,Prinz Yachts PRINZ 33 OPEN,Motor Yacht,70000,11.3,3.35,2004,2,120,Italy
2340,Solaris Power 48 Flybridge,Motor Yacht,,14.35,4.87,2024,,,Italy
2342,Fairline 43 Fly,Flybridge,115000,12.98,4.2,1989,3,1150,Italy
2343,Jeanneau 34 Prestige,Motor Yacht,109000,10.54,3.64,2004,2,1050,Italy
2346,3B Craft 260 CC,Center Console,90000,7.84,2.84,2015,,500,Italy
2347,Dellapasqua 18 Fly,Flybridge,389000,18.0,4.95,2008,4,529,Italy
2348,Pro-Line 32 Express,Motor Yacht,110000,10.5,3.3,2008,1,400,Italy
2349,Ranieri Azzurra,Bowrider,19900,6.0,2.25,2021,,180,Italy
235,Boston Whaler OUTRAGE 320,Deck Boat,125000,9.8,3.09,2007,1,600,Italy
2350,Ranieri Shark 19,Bowrider,18900,5.45,2.08,2022,,,Italy
2351,Greenline 48 Coupe,Motor Yacht,,14.9,4.8,2023,3,,Slovenia
2352,Greenline 45 Coupe,Motor Yacht,,15.57,4.57,2023,3,,Slovenia
2354,Fiart Mare FIART 38 GENIUS,Motor Yacht,139000,11.56,3.88,2007,3,680,Italy
2355,Regal SAV 33 Outboard 600CV Nuova pronta,Motor Yacht,,9.5,3.2,2022,1,,Italy
2356,Regal LS4C  Volvo 350 PS,Sport Boat,,7.5,2.5,2023,1,,Italy
2357,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
2359,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
236,"Manò Marine MANO' 28,50",Motor Yacht,55000,9.6,3.2,2007,2,750,Italy
2360,Regal 26Express,Motor Yacht,,8.0,2.5,2023,1,,Italy
2361,AMS Trawler 40,Trawler,88000,12.99,4.2,1980,2,,Italy
2362,Diano 20,Flybridge,590000,22.2,5.95,1999,4,1650,Italy
2363,Aicon 56,Flybridge,355000,17.45,4.9,2002,3,700,Italy
2364,Performance 807,Offshore Boat,89000,8.9,2.55,,1,350,Italy
2365,Stabile STAMA 37 HT,Hardtop,130000,12.01,3.6,2006,2,,Italy
2366,Compass Boats 150 cc,Bowrider,1065573,4.5,2.15,2021,,,Italy
2367,Riviera 36,Flybridge,119000,12.04,4.05,,2,1350,Italy
2368,Wellcraft 2560 Martinique,Sport Boat,24000,8.15,2.45,1996,2,50,Italy
2369,Riva Ariston,Classic Power Boat,139000,6.52,2.16,1959,,629,Italy
237,Cranchi ZAFFIRO 36,Motor Yacht,125000,9.96,3.85,2008,2,598,Italy
2370,Selene 72' Explorer,Trawler,,23.11,5.92,2024,4,,Slovenia
2371,Bertram Yacht 25' Open,Motor Yacht,48000,7.52,3.03,1972,1,,Italy
2372,Raffaelli Typhoon Fly,Flybridge,94000,11.4,3.64,1992,2,,Italy
2373,Terranova F32,Superyacht,5400000,31.7,6.6,2022,4,,
2374,Greenline 39,Motor Yacht,,11.99,3.75,2023,,,Slovenia
2375,Greenline 40,Motor Yacht,,11.99,4.25,2023,,,Slovenia
2376,Greenline 45 Fly,Motor Yacht,,15.57,4.57,2023,,,Slovenia
2377,Greenline 48 Fly,Motor Yacht,,14.99,4.8,2023,,,Slovenia
2378,Gariplast SHAJTANG 37,Motor Yacht,49500,10.45,3.35,2000,1,380,
2379,Colombo 31 SPORT FISHERMAN,Flybridge,92000,9.19,2.96,1991,1,580,Italy
238,Azimut 62,Flybridge,490000,19.7,5.06,2004,3,1200,Italy
2380,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
2381,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
2383,Invictus TT 460,Motor Yacht,818000,14.3,4.2,2021,2,200,Slovenia
2384,Bénéteau ANTARES 11,Flybridge,175000,9.97,3.75,2009,2,800,Italy
2385,Selene 78 Explorer,Trawler,,23.96,6.56,2024,4,,Slovenia
2386,Selene 66,Trawler,,21.77,5.69,2024,3,,Slovenia
2387,Selene 50 Eurodeck,Trawler,,16.43,4.78,2024,3,,Slovenia
2388,Selene 49,Trawler,,16.43,4.78,2024,3,,Slovenia
2389,Selene 45,Trawler,,14.76,4.78,2024,2,,Slovenia
239,Portofino Marine 37 FLY,Flybridge,195000,9.94,3.9,2005,2,750,Italy
2390,Selene 42 Europa,Trawler,,13.7,4.42,2024,2,,Slovenia
2391,Giorgi 50 HT,Hardtop,490000,15.4,4.2,2021,4,,
2392,Bénéteau Monte Carlo 47,Hardtop,295000,14.22,4.37,2011,2,700,Italy
2394,Cayman 55 W.A. ( Hard Top ),Hardtop,260000,17.67,4.57,2000,3,1250,Italy
2395,Azimut AZ 55,Flybridge,435000,17.48,4.8,2004,3,970,Italy
2396,Terranova F92,Superyacht,4900000,27.7,6.6,2021,4,,
2397,Tullio Abbate Exception 33,Motor Yacht,,10.04,3.0,1994,1,500,Italy
2398,Ilver Mizar 26,Sport Boat,19900,8.6,2.95,1995,,345,Italy
2399,Benetti SUPER DELFINO,Motor Yacht,375000,18.7,5.1,1966,4,2500,Italy
240,Cayman 60 HT,Hardtop,650000,19.5,5.05,2009,3,900,Italy
2400,ARS Mare RS 43,Flybridge,160000,12.98,4.2,2004,1,2400,Italy
2401,Fratelli Aprea FARAGLIONE 750,Motor Yacht,60000,7.5,2.7,2000,,650,
241,Cayman 43 w.a.,Motor Yacht,195000,13.9,4.25,2004,2,1508,Italy
242,Fipa MAIORA 27,Superyacht,,27.4,6.3,2010,4,1840,Italy
243,Cranchi Smeraldo 37,Motor Yacht,88000,11.75,3.85,1998,2,1150,Italy
244,Marino Costruzioni Nautiche Artemide,Sport Boat,14000,5.0,2.3,2010,,300,Italy
245,Pursuit S2870 CC,Fishing Boat,80000,9.14,2.94,2007,1,300,Italy
246,Wellcraft 360 coastal,Motor Yacht,168000,11.13,4.17,2007,1,,Italy
248,Apreamare Smeraldo 8 open,Sloep,59000,7.95,2.68,1993,1,600,Italy
249,Pursuit 315 OS,Fishing Boat,165000,9.96,3.25,2012,1,580,Italy
25,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
250,Palanca 38 Open,Motor Yacht,70000,11.35,4.0,1989,2,1700,Italy
251,Colombo BLUE SHORE SPECIAL 41,Motor Yacht,105000,12.26,2.98,1988,1,1481,Italy
252,Sea Ray 270 SUNDANCER DA,Motor Yacht,23800,9.0,2.74,1990,2,578,Italy
253,Bavaria 29 Sport DX,Motor Yacht,60900,9.28,2.98,2006,1,190,Italy
254,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
255,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
256,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
257,Sea Ray 240 / 245,Cabin Cruiser,40000,7.92,2.59,2006,1,360,Italy
258,Jeanneau Merry Fisher 795 S 2,Sport Boat,99800,6.95,2.7,2022,,40,Italy
259,Gobbi 335 SC,Motor Yacht,72000,9.95,3.47,1998,2,1050,Italy
26,Sea Ray 500 db,Flybridge,129000,17.0,4.85,1991,3,,Italy
260,Sessa KEY LARGO 36,Deck Boat,245000,11.26,3.5,2016,2,165,Italy
261,Jeanneau Cap Camarat 12.5 WA,Motor Yacht,409000,12.27,3.57,2021,2,150,Italy
262,Castagnola LADY SEA,Flybridge,520000,26.0,7.49,1992,4,2250,
263,Innovazioni e Progetti Mira 40,Motor Yacht,148000,12.39,3.7,2005,3,870,Italy
264,Sanlorenzo SL 62 FLY,Flybridge,360000,18.7,5.14,1996,3,462,Italy
265,Ranieri Next330LX,Deck Boat,220000,10.15,3.0,2022,2,100,Italy
266,Boston Whaler 290 Outrage,Sport Boat,50000,9.34,3.15,2002,1,1000,Italy
267,Gobbi 265 Cabin,Sport Boat,48000,8.5,3.0,2002,1,256,Italy
268,Gobbi 8.90 Sport,Sport Boat,24000,8.9,2.85,1980,1,240,Italy
269,Boston Whaler 31 Express,Flybridge,51000,10.0,3.8,1992,1,2000,Italy
27,Fairline SQUADRON 62,Motor Yacht,,19.6,5.1,2000,,1600,
270,Saver 750 Walkaround,Center Console,65000,7.75,2.55,2021,1,80,Italy
271,Cranchi Endurance 27,Sport Boat,73000,8.5,2.5,2018,2,420,Italy
272,Raffaelli Middle typhoon,Flybridge,65000,10.95,3.87,,2,,Italy
273,Venere Flash,Sloep,80000,9.0,3.0,2012,1,500,Italy
276,Colombo Noblesse 30,Sport Boat,,9.29,2.76,1996,,689,Italy
277,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
279,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
280,FIM REGINA 340 ENTROFUORIBORDO DIESEL #20,Motor Yacht,335000,9.98,3.0,2023,2,50,Italy
281,Luhrs 340 Convertible,Flybridge,,10.25,3.95,2001,1,,Italy
282,Azimut AZ 40,Flybridge,,12.35,3.98,1997,2,1000,Italy
283,Fairline Targa 45 OPEN,Motor Yacht,,14.5,4.2,2022,2,20,Italy
284,Fairline Targa 50 GT,Hardtop,1190000,15.46,4.32,2022,3,70,Italy
285,Abacus 62,Flybridge,,18.66,5.0,2006,3,1000,Italy
286,Cantiere Gregorini di MAX 37 Hard Top,Motor Yacht,285000,9.9,3.8,2018,1,274,Italy
287,Intermare 800 HARD TOP,Hardtop,58000,8.0,2.95,1999,2,1200,Italy
288,Bavaria 37 Open,Motor Yacht,150000,11.95,3.99,2005,2,1200,Italy
289,Pershing 45,Motor Yacht,150000,12.7,4.04,1987,3,2130,Italy
29,Four Winns Vista 328,Sport Boat,71000,9.98,3.58,2000,,700,Italy
290,Rizzardi CR 40 Day,Motor Yacht,120000,13.2,4.2,1993,2,15,Italy
291,Neptunus 168,Motor Yacht,149000,20.0,5.5,1990,3,700,Italy
292,Ferretti 550,Flybridge,1390000,17.42,4.82,2019,,420,Italy
293,Rio 550 cruiser,Cabin Cruiser,20000,6.7,2.2,2010,1,130,Italy
294,Riva Gitano,Motor Yacht,79000,9.76,2.69,1993,1,1455,Italy
295,Crownline 286SC,Cabin Cruiser,65000,8.74,2.59,,1,522,Italy
296,Tiara 3000,Fishing Boat,145000,9.28,3.81,2007,1,1200,Italy
297,Performance 1107,Sport Boat,150000,11.8,3.0,2007,1,750,Italy
298,Versilcraft Falcon 82S,Superyacht,570000,23.96,5.85,1998,4,,
299,Bavaria 30 Sport,Motor Yacht,68000,9.2,2.98,2007,1,580,Italy
3,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
30,Boston Whaler 31 Express,Sport Boat,51000,9.6,3.55,1990,1,2150,Italy
300,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
301,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
303,Princess 470 Fly,Flybridge,159900,14.55,4.33,1993,2,450,Italy
304,Pro-Line 33 Express,Fishing Boat,110000,9.99,3.81,2001,1,,Italy
305,Sessa C42 HARD TOP,Hardtop,150000,13.12,3.85,2008,2,800,Italy
306,Cranchi CRUISER 32,Motor Yacht,50000,9.99,3.4,1998,2,700,Italy
307,Cayman 38 WA,Motor Yacht,160000,12.3,4.0,2003,2,1500,Italy
308,Cayman 38 WA,Motor Yacht,170000,12.3,4.0,2006,1,557,Italy
309,Tiara 3800 Open,Motor Yacht,220000,12.09,4.31,2005,1,1140,Italy
31,Sea Ray 300 WEEKENDER,Sport Boat,45000,9.6,3.4,1992,1,720,Italy
310,Dellapasqua DC 9 Flying Bridge,Flybridge,48000,9.63,3.08,1989,2,500,Italy
311,Kelt WHITE SHARK 268,Sport Boat,65000,8.08,2.83,2006,1,600,Italy
312,Edge Water 265 EX,Sport Boat,90000,8.53,2.9,2006,2,950,Italy
313,Cantieri Nord Est RED TUNA 29 express,Fishing Boat,80000,8.8,2.96,2007,1,260,Italy
314,Sciallino 40' Fly,Flybridge,190000,11.95,4.0,2000,2,2480,Italy
315,Dalla Pietà DP 56',Flybridge,295000,17.26,4.96,2000,3,1000,Italy
316,Cantieri Estensi 460 GOLDSTAR,Hardtop,295000,13.65,4.25,2010,2,1050,Italy
317,Benetti Delfino 93,Motor Yacht,5250000,29.1,7.03,,,,Italy
319,Ferretti 120 Fly,Flybridge,110000,11.95,3.96,1993,3,1150,Italy
32,Sea Ray 270 SUNDANCER,Sport Boat,38000,8.6,2.79,2000,1,180,Italy
320,Bénéteau GT 40,Hardtop,315000,12.67,3.85,2016,2,770,Italy
321,Enterprise Marine em46,Motor Yacht,280000,14.96,4.45,2005,3,640,Italy
322,Riva Aquarama,Cabin Cruiser,650000,8.25,2.6,1969,1,330,Italy
323,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
324,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
325,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
326,Riva Aquarama,Cabin Cruiser,650000,8.25,2.6,1969,1,330,Italy
327,Nautique Super Nautique G23 2023,Wakeboard/Wakesurf,225000,7.0,2.8,2023,,300,Italy
328,VZ Cantiere Nautico VZ 50 FLY BRIDGE,Flybridge,125000,15.53,4.5,1991,3,1550,Italy
33,Bavaria BMB 34,Motor Yacht,123000,10.7,3.5,2012,2,550,Italy
330,Marex 330 Scandinavia,Hardtop,105000,10.5,3.3,2002,2,490,Italy
331,Amer Yachts F100,Superyacht,,29.6,7.0,2022,5,,Italy
332,Amer Yachts Amer 94,Superyacht,3090000,28.65,6.3,2016,4,1100,Italy
333,Galeon 385 HTL - 2014,Hardtop,339000,13.06,3.9,2014,2,390,Slovenia
334,Sessa C42 HT,Hardtop,185000,12.9,3.85,2008,2,780,Italy
335,Azimut Magellano 53,Flybridge,850000,16.9,4.7,,3,150,Italy
336,Fiart Mare 43 SeaWalker,Sport Boat,821990,13.84,4.0,,2,,Italy
337,Sangermani SPORTFISHERMAN,Motor Yacht,,14.64,4.28,1994,,,Italy
338,Elan 42,Hardtop,189000,13.1,3.9,2006,2,,Italy
339,BMA X266,Center Console,,7.45,2.55,2021,,193,Italy
34,Offshorer Marine Monte Carlo 40,Sport Boat,92000,12.53,3.6,1989,1,280,Italy
340,Sea Ray 290 SUNDANCER,Sport Boat,37000,9.2,2.77,1998,2,960,Italy
341,Phoenix 29 SF CONVERTIBLE,Flybridge,50000,9.49,3.06,1992,1,900,Italy
342,Cranchi MEDITERRANEE 47 HARD TOP,Hardtop,195000,14.19,4.1,2006,2,780,Italy
344,Performance 907,Sport Boat,,9.0,2.67,2000,1,,Italy
345,A. Mostes 31,Cabin Cruiser,89000,9.99,2.76,2008,1,250,Italy
346,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
347,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
348,Aprea Milano FARAGLIONE,Motor Yacht,12000,10.5,2.95,1997,2,500,Italy
349,Saxdor 200 SPORT,Sport Boat,39875,5.94,2.33,2021,1,45,Slovenia
35,Galeon 390,Flybridge,169000,11.76,3.72,2009,3,420,Italy
350,Quicksilver Weekend 755,Cabin Cruiser,63000,7.4,2.85,2018,2,277,Italy
352,Canados 58,Flybridge,235000,17.02,5.1,1988,3,137,Italy
353,Princess 67 Fly,Flybridge,730000,21.0,5.2,2006,,,Italy
354,Azimut 55S,Hardtop,800000,17.29,5.65,2013,,,
355,Azimut 75,Superyacht,1300000,23.5,5.6,2005,,,
356,Cranchi M 44 HT  M44,Hardtop,345000,13.82,4.06,2015,,,
357,Azimut 74 Fly Solar,Flybridge,580000,22.45,5.46,2003,,,
358,Cranchi Mediterranee 41,Motor Yacht,130000,12.11,3.8,2000,,,
359,Palmer Johnson 25m,Superyacht,700000,25.0,6.2,1999,,,
36,Airon Marine 4500 T-TOP,Motor Yacht,,13.8,4.3,2012,3,835,Italy
360,Atlantis 55,Motor Yacht,385000,16.7,4.65,2008,,,
361,Bénéteau Antares 7,Pilothouse,115000,6.48,2.5,2022,,,
362,Alena  58 Sport Fly,Flybridge,420000,17.53,4.65,2019,,,
363,Chris-Craft Roamer 43,Motor Yacht,165000,13.26,4.2,2003,,,
364,Fiart 40 Genius,Motor Yacht,169000,12.0,4.02,2002,,,
366,Absolute 52 NAVETTA,Flybridge,1200000,16.0,4.65,2020,3,320,Italy
367,Cayman 43 WA,Motor Yacht,235000,13.9,4.25,2007,2,1413,Italy
369,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
370,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
371,Cantieri Estensi 440 Goldstar S,Hardtop,295000,13.95,4.25,2010,2,850,Italy
373,Four Winns 248,Cabin Cruiser,35000,8.0,2.55,2005,1,,Italy
374,Bellingardo Open 5.5,Sport Boat,19500,5.5,2.15,2006,,620,Italy
375,Chaparral Signature 290,Cabin Cruiser,73000,9.0,3.05,2006,2,650,Italy
376,Blu Martin HT55 Classic,Hardtop,,16.4,4.5,2023,3,,Italy
377,Gianetti 38 fly,Flybridge,75000,11.9,3.9,1995,2,1500,Italy
378,Princess 46 Riviera,Cabin Cruiser,132000,14.17,4.25,1992,2,1900,Italy
379,"Barca diving, giro isola, trasporto",Fishing Boat,32000,14.0,3.6,1979,1,8000,Italy
38,Acqua viva 30 executive,Sport Boat,30000,9.0,2.54,1995,1,150,Italy
380,Princess 470,Flybridge,168000,14.55,4.3,1993,2,450,Italy
381,Quicksilver Activ 805 Cruiser,Cabin Cruiser,129900,8.29,2.55,2023,1,5,Italy
382,Pirelli Pzero 1400 Cabin,Hardtop,,13.9,3.64,2016,1,500,Italy
383,Itama 42,Offshore Boat,,13.12,4.16,2004,2,1940,Italy
384,XL Marine 43,Motor Yacht,230000,13.0,4.06,2007,2,1100,Italy
385,Crownline 340CR,Motor Yacht,119000,11.0,3.6,2007,2,490,Italy
386,Akerboom Doggersbank 702 A,Trawler,100000,14.98,4.4,1975,3,,Italy
387,Bayliner 305 SB,Motor Yacht,83000,10.5,3.35,2007,2,930,Italy
388,Airon Marine 331,Sport Boat,38000,10.0,3.0,1990,2,90,Italy
389,Atlantis 50,Hardtop,300000,15.37,4.5,2009,3,560,Italy
39,"Concordia 11,40 - Boystyle",Flybridge,35000,11.45,3.72,1983,2,1800,Italy
390,Sessa KEY LARGO 25 WALK AROUND,Flybridge,44000,7.5,2.59,2008,1,650,Italy
392,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
393,Expression Boat 32 EFB,Center Console,65000,9.8,2.8,2006,,1000,Italy
394,Buetzfleth 48 Fly,Flybridge,135000,14.75,4.78,1980,2,2800,Italy
395,Cranchi M44,Cabin Cruiser,450000,13.8,4.1,2017,2,260,Italy
396,Quicksilver Activ 675 Open,Center Console,38000,6.74,2.55,2021,1,25,Italy
397,Princess V58,Sport Boat,477000,18.19,4.62,2006,,,Italy
398,Castagnola - Lady Sea 96,Motor Yacht,445000,31.8,7.49,1992,6,2250,Italy
40,PILOTINA,Motor Yacht,43000,9.6,2.92,1971,2,300,Italy
400,Cranchi CSL 27,Sport Boat,36000,7.51,2.83,2006,,,Italy
401,Sunseeker Portofino 35,Hardtop,,10.67,3.57,2003,2,980,Italy
402,Ilver DAYTONA 41,Flybridge,106000,11.7,4.2,1994,2,970,Italy
403,Plastik SPACE 310 CRUISER,Pilothouse,,8.95,3.21,1998,1,1300,Italy
404,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
